index	SUBID_tissue	SUBJID
6421	GTEX-1IOXB_Lung	GTEX-1IOXB
6422	GTEX-1IOXB_Testis	GTEX-1IOXB
6423	GTEX-1IOXB_Breast	GTEX-1IOXB
6424	GTEX-1IOXB_Colon	GTEX-1IOXB
6425	GTEX-1IOXB_Salivary_Gland	GTEX-1IOXB
6426	GTEX-1IOXB_Pituitary	GTEX-1IOXB
6441	GTEX-1J1OQ_Brain	GTEX-1J1OQ
6442	GTEX-1J1OQ_Skin	GTEX-1J1OQ
6443	GTEX-1J1OQ_Adipose_Tissue	GTEX-1J1OQ
6444	GTEX-1J1OQ_Muscle	GTEX-1J1OQ
6445	GTEX-1J1OQ_Thyroid	GTEX-1J1OQ
6446	GTEX-1J1OQ_Blood_Vessel	GTEX-1J1OQ
6447	GTEX-1J1OQ_Lung	GTEX-1J1OQ
6448	GTEX-1J1OQ_Ovary	GTEX-1J1OQ
6449	GTEX-1J1OQ_Uterus	GTEX-1J1OQ
6450	GTEX-1J1OQ_Vagina	GTEX-1J1OQ
6451	GTEX-1J1OQ_Heart	GTEX-1J1OQ
6452	GTEX-1J1OQ_Esophagus	GTEX-1J1OQ
6453	GTEX-1J1OQ_Colon	GTEX-1J1OQ
6454	GTEX-1J1OQ_Pituitary	GTEX-1J1OQ
6455	GTEX-1J1R8_Thyroid	GTEX-1J1R8
6456	GTEX-1J1R8_Lung	GTEX-1J1R8
6457	GTEX-1J1R8_Esophagus	GTEX-1J1R8
6458	GTEX-1J1R8_Adipose_Tissue	GTEX-1J1R8
6459	GTEX-1J1R8_Blood_Vessel	GTEX-1J1R8
6460	GTEX-1J1R8_Colon	GTEX-1J1R8
6461	GTEX-1J1R8_Testis	GTEX-1J1R8
6462	GTEX-1J1R8_Skin	GTEX-1J1R8
6463	GTEX-1J1R8_Salivary_Gland	GTEX-1J1R8
6464	GTEX-1J1R8_Nerve	GTEX-1J1R8
6465	GTEX-1J1R8_Muscle	GTEX-1J1R8
6466	GTEX-1J8EW_Blood	GTEX-1J8EW
6467	GTEX-1J8EW_Brain	GTEX-1J8EW
6468	GTEX-1J8EW_Skin	GTEX-1J8EW
6469	GTEX-1J8EW_Adipose_Tissue	GTEX-1J8EW
6470	GTEX-1J8EW_Muscle	GTEX-1J8EW
6471	GTEX-1J8EW_Nerve	GTEX-1J8EW
6472	GTEX-1J8EW_Blood_Vessel	GTEX-1J8EW
6473	GTEX-1J8EW_Heart	GTEX-1J8EW
6474	GTEX-1J8EW_Lung	GTEX-1J8EW
6475	GTEX-1J8EW_Thyroid	GTEX-1J8EW
6476	GTEX-1J8EW_Esophagus	GTEX-1J8EW
6477	GTEX-1J8EW_Liver	GTEX-1J8EW
6478	GTEX-1J8EW_Adrenal_Gland	GTEX-1J8EW
6479	GTEX-1J8EW_Pancreas	GTEX-1J8EW
6480	GTEX-1J8EW_Stomach	GTEX-1J8EW
6481	GTEX-1J8EW_Colon	GTEX-1J8EW
6482	GTEX-1J8EW_Vagina	GTEX-1J8EW
6483	GTEX-1J8EW_Breast	GTEX-1J8EW
6484	GTEX-1J8EW_Salivary_Gland	GTEX-1J8EW
6485	GTEX-1J8EW_Pituitary	GTEX-1J8EW
6498	GTEX-1J8Q2_Blood	GTEX-1J8Q2
6499	GTEX-1J8Q2_Brain	GTEX-1J8Q2
6500	GTEX-1J8Q2_Muscle	GTEX-1J8Q2
6501	GTEX-1J8Q2_Skin	GTEX-1J8Q2
6502	GTEX-1J8Q2_Heart	GTEX-1J8Q2
6503	GTEX-1J8Q2_Adipose_Tissue	GTEX-1J8Q2
6504	GTEX-1J8Q2_Breast	GTEX-1J8Q2
6523	GTEX-1J8QM_Blood	GTEX-1J8QM
6524	GTEX-1J8QM_Blood_Vessel	GTEX-1J8QM
6525	GTEX-1J8QM_Heart	GTEX-1J8QM
6526	GTEX-1J8QM_Lung	GTEX-1J8QM
6527	GTEX-1J8QM_Thyroid	GTEX-1J8QM
6528	GTEX-1J8QM_Esophagus	GTEX-1J8QM
6529	GTEX-1J8QM_Spleen	GTEX-1J8QM
6530	GTEX-1J8QM_Small_Intestine	GTEX-1J8QM
6531	GTEX-1J8QM_Stomach	GTEX-1J8QM
6532	GTEX-1J8QM_Colon	GTEX-1J8QM
6533	GTEX-1J8QM_Salivary_Gland	GTEX-1J8QM
6534	GTEX-1J8QM_Breast	GTEX-1J8QM
6535	GTEX-1J8QM_Skin	GTEX-1J8QM
6536	GTEX-1J8QM_Muscle	GTEX-1J8QM
6537	GTEX-1J8QM_Adipose_Tissue	GTEX-1J8QM
6538	GTEX-1J8QM_Nerve	GTEX-1J8QM
6539	GTEX-1JJ6O_Blood	GTEX-1JJ6O
6540	GTEX-1JJ6O_Brain	GTEX-1JJ6O
6541	GTEX-1JJ6O_Skin	GTEX-1JJ6O
6542	GTEX-1JJ6O_Adipose_Tissue	GTEX-1JJ6O
6543	GTEX-1JJ6O_Nerve	GTEX-1JJ6O
6544	GTEX-1JJ6O_Blood_Vessel	GTEX-1JJ6O
6545	GTEX-1JJ6O_Testis	GTEX-1JJ6O
6546	GTEX-1JJ6O_Thyroid	GTEX-1JJ6O
6547	GTEX-1JJ6O_Prostate	GTEX-1JJ6O
6548	GTEX-1JJ6O_Liver	GTEX-1JJ6O
6549	GTEX-1JJ6O_Muscle	GTEX-1JJ6O
6550	GTEX-1JJ6O_Esophagus	GTEX-1JJ6O
6551	GTEX-1JJ6O_Heart	GTEX-1JJ6O
6552	GTEX-1JJ6O_Colon	GTEX-1JJ6O
6553	GTEX-1JJ6O_Pituitary	GTEX-1JJ6O
6554	GTEX-1JJE9_Blood	GTEX-1JJE9
6555	GTEX-1JJE9_Thyroid	GTEX-1JJE9
6556	GTEX-1JJE9_Skin	GTEX-1JJE9
6557	GTEX-1JJE9_Prostate	GTEX-1JJE9
6558	GTEX-1JJE9_Nerve	GTEX-1JJE9
6559	GTEX-1JJE9_Lung	GTEX-1JJE9
6560	GTEX-1JJE9_Adipose_Tissue	GTEX-1JJE9
6561	GTEX-1JJE9_Heart	GTEX-1JJE9
6562	GTEX-1JJE9_Small_Intestine	GTEX-1JJE9
6563	GTEX-1JJE9_Breast	GTEX-1JJE9
6564	GTEX-1JJE9_Colon	GTEX-1JJE9
6565	GTEX-1JJE9_Pituitary	GTEX-1JJE9
6566	GTEX-1JJE9_Brain	GTEX-1JJE9
6567	GTEX-1JJEA_Blood	GTEX-1JJEA
6568	GTEX-1JJEA_Brain	GTEX-1JJEA
6569	GTEX-1JJEA_Muscle	GTEX-1JJEA
6570	GTEX-1JJEA_Adipose_Tissue	GTEX-1JJEA
6571	GTEX-1JJEA_Skin	GTEX-1JJEA
6572	GTEX-1JJEA_Nerve	GTEX-1JJEA
6573	GTEX-1JJEA_Blood_Vessel	GTEX-1JJEA
6574	GTEX-1JJEA_Thyroid	GTEX-1JJEA
6575	GTEX-1JJEA_Heart	GTEX-1JJEA
6576	GTEX-1JJEA_Lung	GTEX-1JJEA
6577	GTEX-1JJEA_Liver	GTEX-1JJEA
6578	GTEX-1JJEA_Testis	GTEX-1JJEA
6579	GTEX-1JJEA_Colon	GTEX-1JJEA
6580	GTEX-1JJEA_Breast	GTEX-1JJEA
6581	GTEX-1JJEA_Pituitary	GTEX-1JJEA
6582	GTEX-1JK1U_Blood	GTEX-1JK1U
6583	GTEX-1JK1U_Spleen	GTEX-1JK1U
6584	GTEX-1JK1U_Skin	GTEX-1JK1U
6585	GTEX-1JK1U_Thyroid	GTEX-1JK1U
6586	GTEX-1JK1U_Blood_Vessel	GTEX-1JK1U
6587	GTEX-1JK1U_Heart	GTEX-1JK1U
6588	GTEX-1JK1U_Testis	GTEX-1JK1U
6589	GTEX-1JK1U_Prostate	GTEX-1JK1U
6590	GTEX-1JK1U_Pancreas	GTEX-1JK1U
6591	GTEX-1JK1U_Lung	GTEX-1JK1U
6592	GTEX-1JK1U_Small_Intestine	GTEX-1JK1U
6593	GTEX-1JK1U_Stomach	GTEX-1JK1U
6594	GTEX-1JK1U_Colon	GTEX-1JK1U
6595	GTEX-1JK1U_Esophagus	GTEX-1JK1U
6596	GTEX-1JK1U_Breast	GTEX-1JK1U
6597	GTEX-1JK1U_Adipose_Tissue	GTEX-1JK1U
6598	GTEX-1JK1U_Muscle	GTEX-1JK1U
6599	GTEX-1JK1U_Nerve	GTEX-1JK1U
6600	GTEX-1JKYN_Blood	GTEX-1JKYN
6601	GTEX-1JKYN_Adrenal_Gland	GTEX-1JKYN
6602	GTEX-1JKYN_Blood_Vessel	GTEX-1JKYN
6603	GTEX-1JKYN_Spleen	GTEX-1JKYN
6604	GTEX-1JKYN_Pancreas	GTEX-1JKYN
6605	GTEX-1JKYN_Adipose_Tissue	GTEX-1JKYN
6606	GTEX-1JKYN_Breast	GTEX-1JKYN
6607	GTEX-1JKYN_Skin	GTEX-1JKYN
6608	GTEX-1JKYN_Prostate	GTEX-1JKYN
6609	GTEX-1JKYN_Testis	GTEX-1JKYN
6610	GTEX-1JKYN_Thyroid	GTEX-1JKYN
6611	GTEX-1JKYN_Esophagus	GTEX-1JKYN
6612	GTEX-1JKYN_Stomach	GTEX-1JKYN
6613	GTEX-1JKYN_Muscle	GTEX-1JKYN
6614	GTEX-1JKYN_Nerve	GTEX-1JKYN
6615	GTEX-1JKYN_Lung	GTEX-1JKYN
6616	GTEX-1JKYN_Colon	GTEX-1JKYN
6617	GTEX-1JKYR_Blood	GTEX-1JKYR
6618	GTEX-1JKYR_Skin	GTEX-1JKYR
6619	GTEX-1JKYR_Adipose_Tissue	GTEX-1JKYR
6620	GTEX-1JKYR_Muscle	GTEX-1JKYR
6621	GTEX-1JKYR_Nerve	GTEX-1JKYR
6622	GTEX-1JKYR_Blood_Vessel	GTEX-1JKYR
6623	GTEX-1JKYR_Salivary_Gland	GTEX-1JKYR
6624	GTEX-1JKYR_Thyroid	GTEX-1JKYR
6625	GTEX-1JKYR_Breast	GTEX-1JKYR
6626	GTEX-1JKYR_Pancreas	GTEX-1JKYR
6627	GTEX-1JKYR_Spleen	GTEX-1JKYR
6628	GTEX-1JKYR_Esophagus	GTEX-1JKYR
6629	GTEX-1JKYR_Testis	GTEX-1JKYR
6630	GTEX-1JKYR_Prostate	GTEX-1JKYR
6631	GTEX-1JKYR_Colon	GTEX-1JKYR
6632	GTEX-1JMLX_Blood	GTEX-1JMLX
6633	GTEX-1JMLX_Brain	GTEX-1JMLX
6634	GTEX-1JMLX_Adipose_Tissue	GTEX-1JMLX
6635	GTEX-1JMLX_Skin	GTEX-1JMLX
6636	GTEX-1JMLX_Muscle	GTEX-1JMLX
6637	GTEX-1JMLX_Nerve	GTEX-1JMLX
6638	GTEX-1JMLX_Blood_Vessel	GTEX-1JMLX
6639	GTEX-1JMLX_Testis	GTEX-1JMLX
6640	GTEX-1JMLX_Thyroid	GTEX-1JMLX
6641	GTEX-1JMLX_Lung	GTEX-1JMLX
6642	GTEX-1JMLX_Adrenal_Gland	GTEX-1JMLX
6643	GTEX-1JMLX_Prostate	GTEX-1JMLX
6644	GTEX-1JMLX_Liver	GTEX-1JMLX
6645	GTEX-1JMLX_Spleen	GTEX-1JMLX
6646	GTEX-1JMLX_Heart	GTEX-1JMLX
6647	GTEX-1JMLX_Breast	GTEX-1JMLX
6648	GTEX-1JMLX_Esophagus	GTEX-1JMLX
6649	GTEX-1JMLX_Stomach	GTEX-1JMLX
6650	GTEX-1JMLX_Colon	GTEX-1JMLX
6651	GTEX-1JMLX_Pituitary	GTEX-1JMLX
6652	GTEX-1JMOU_Blood	GTEX-1JMOU
6653	GTEX-1JMOU_Brain	GTEX-1JMOU
6654	GTEX-1JMOU_Blood_Vessel	GTEX-1JMOU
6655	GTEX-1JMOU_Heart	GTEX-1JMOU
6656	GTEX-1JMOU_Lung	GTEX-1JMOU
6657	GTEX-1JMOU_Skin	GTEX-1JMOU
6658	GTEX-1JMOU_Nerve	GTEX-1JMOU
6659	GTEX-1JMOU_Breast	GTEX-1JMOU
6660	GTEX-1JMOU_Pituitary	GTEX-1JMOU
6672	GTEX-1JMPZ_Blood	GTEX-1JMPZ
6673	GTEX-1JMPZ_Brain	GTEX-1JMPZ
6674	GTEX-1JMPZ_Muscle	GTEX-1JMPZ
6675	GTEX-1JMPZ_Skin	GTEX-1JMPZ
6676	GTEX-1JMPZ_Nerve	GTEX-1JMPZ
6677	GTEX-1JMPZ_Blood_Vessel	GTEX-1JMPZ
6678	GTEX-1JMPZ_Thyroid	GTEX-1JMPZ
6679	GTEX-1JMPZ_Spleen	GTEX-1JMPZ
6680	GTEX-1JMPZ_Pancreas	GTEX-1JMPZ
6681	GTEX-1JMPZ_Lung	GTEX-1JMPZ
6682	GTEX-1JMPZ_Heart	GTEX-1JMPZ
6683	GTEX-1JMPZ_Breast	GTEX-1JMPZ
6684	GTEX-1JMPZ_Stomach	GTEX-1JMPZ
6685	GTEX-1JMPZ_Esophagus	GTEX-1JMPZ
6686	GTEX-1JMPZ_Prostate	GTEX-1JMPZ
6687	GTEX-1JMPZ_Colon	GTEX-1JMPZ
6688	GTEX-1JMPZ_Pituitary	GTEX-1JMPZ
6689	GTEX-1JMQI_Blood	GTEX-1JMQI
6690	GTEX-1JMQI_Blood_Vessel	GTEX-1JMQI
6691	GTEX-1JMQI_Adipose_Tissue	GTEX-1JMQI
6692	GTEX-1JMQI_Lung	GTEX-1JMQI
6693	GTEX-1JMQI_Skin	GTEX-1JMQI
6694	GTEX-1JMQI_Muscle	GTEX-1JMQI
6695	GTEX-1JMQJ_Blood	GTEX-1JMQJ
6696	GTEX-1JMQJ_Brain	GTEX-1JMQJ
6697	GTEX-1JMQJ_Muscle	GTEX-1JMQJ
6698	GTEX-1JMQJ_Blood_Vessel	GTEX-1JMQJ
6699	GTEX-1JMQJ_Skin	GTEX-1JMQJ
6700	GTEX-1JMQJ_Testis	GTEX-1JMQJ
6701	GTEX-1JMQJ_Esophagus	GTEX-1JMQJ
6702	GTEX-1JMQJ_Stomach	GTEX-1JMQJ
6703	GTEX-1JMQJ_Adipose_Tissue	GTEX-1JMQJ
6704	GTEX-1JMQJ_Thyroid	GTEX-1JMQJ
6705	GTEX-1JMQJ_Lung	GTEX-1JMQJ
6706	GTEX-1JMQJ_Colon	GTEX-1JMQJ
6707	GTEX-1JMQJ_Pituitary	GTEX-1JMQJ
6708	GTEX-1JMQK_Blood	GTEX-1JMQK
6709	GTEX-1JMQK_Brain	GTEX-1JMQK
6710	GTEX-1JMQK_Adipose_Tissue	GTEX-1JMQK
6711	GTEX-1JMQK_Skin	GTEX-1JMQK
6712	GTEX-1JMQK_Muscle	GTEX-1JMQK
6713	GTEX-1JMQK_Nerve	GTEX-1JMQK
6714	GTEX-1JMQK_Blood_Vessel	GTEX-1JMQK
6715	GTEX-1JMQK_Heart	GTEX-1JMQK
6716	GTEX-1JMQK_Spleen	GTEX-1JMQK
6717	GTEX-1JMQK_Esophagus	GTEX-1JMQK
6718	GTEX-1JMQK_Thyroid	GTEX-1JMQK
6719	GTEX-1JMQK_Prostate	GTEX-1JMQK
6720	GTEX-1JMQK_Colon	GTEX-1JMQK
6721	GTEX-1JMQK_Small_Intestine	GTEX-1JMQK
6722	GTEX-1JMQK_Breast	GTEX-1JMQK
6723	GTEX-1JMQK_Testis	GTEX-1JMQK
6724	GTEX-1JMQK_Pituitary	GTEX-1JMQK
6725	GTEX-1JMQL_Blood	GTEX-1JMQL
6726	GTEX-1JMQL_Muscle	GTEX-1JMQL
6727	GTEX-1JMQL_Skin	GTEX-1JMQL
6728	GTEX-1JMQL_Adipose_Tissue	GTEX-1JMQL
6729	GTEX-1JMQL_Thyroid	GTEX-1JMQL
6730	GTEX-1JMQL_Heart	GTEX-1JMQL
6731	GTEX-1JMQL_Lung	GTEX-1JMQL
6732	GTEX-1JMQL_Esophagus	GTEX-1JMQL
6733	GTEX-1JMQL_Vagina	GTEX-1JMQL
6734	GTEX-1JMQL_Brain	GTEX-1JMQL
6735	GTEX-1JMQL_Pituitary	GTEX-1JMQL
6736	GTEX-1JN1M_Blood	GTEX-1JN1M
6737	GTEX-1JN1M_Brain	GTEX-1JN1M
6738	GTEX-1JN1M_Adipose_Tissue	GTEX-1JN1M
6739	GTEX-1JN1M_Nerve	GTEX-1JN1M
6740	GTEX-1JN1M_Skin	GTEX-1JN1M
6741	GTEX-1JN1M_Blood_Vessel	GTEX-1JN1M
6742	GTEX-1JN1M_Muscle	GTEX-1JN1M
6743	GTEX-1JN1M_Heart	GTEX-1JN1M
6744	GTEX-1JN1M_Esophagus	GTEX-1JN1M
6745	GTEX-1JN1M_Ovary	GTEX-1JN1M
6746	GTEX-1JN1M_Vagina	GTEX-1JN1M
6747	GTEX-1JN1M_Salivary_Gland	GTEX-1JN1M
6748	GTEX-1JN1M_Colon	GTEX-1JN1M
6749	GTEX-1JN1M_Stomach	GTEX-1JN1M
6750	GTEX-1JN1M_Breast	GTEX-1JN1M
6751	GTEX-1JN1M_Pituitary	GTEX-1JN1M
6768	GTEX-1JN76_Blood	GTEX-1JN76
6769	GTEX-1JN76_Skin	GTEX-1JN76
6770	GTEX-1JN76_Adipose_Tissue	GTEX-1JN76
6771	GTEX-1JN76_Muscle	GTEX-1JN76
6772	GTEX-1JN76_Nerve	GTEX-1JN76
6773	GTEX-1JN76_Blood_Vessel	GTEX-1JN76
6774	GTEX-1JN76_Lung	GTEX-1JN76
6775	GTEX-1JN76_Stomach	GTEX-1JN76
6776	GTEX-1JN76_Small_Intestine	GTEX-1JN76
6777	GTEX-1JN76_Colon	GTEX-1JN76
6778	GTEX-1JN76_Ovary	GTEX-1JN76
6779	GTEX-1JN76_Vagina	GTEX-1JN76
6780	GTEX-1JN76_Uterus	GTEX-1JN76
6781	GTEX-1K2DA_Blood	GTEX-1K2DA
6782	GTEX-1K2DA_Spleen	GTEX-1K2DA
6783	GTEX-1K2DA_Adrenal_Gland	GTEX-1K2DA
6784	GTEX-1K2DA_Pancreas	GTEX-1K2DA
6785	GTEX-1K2DA_Esophagus	GTEX-1K2DA
6786	GTEX-1K2DA_Stomach	GTEX-1K2DA
6787	GTEX-1K2DA_Blood_Vessel	GTEX-1K2DA
6788	GTEX-1K2DA_Skin	GTEX-1K2DA
6789	GTEX-1K2DA_Adipose_Tissue	GTEX-1K2DA
6790	GTEX-1K2DA_Prostate	GTEX-1K2DA
6791	GTEX-1K2DA_Testis	GTEX-1K2DA
6792	GTEX-1K2DA_Thyroid	GTEX-1K2DA
6793	GTEX-1K2DA_Colon	GTEX-1K2DA
6794	GTEX-1K2DA_Breast	GTEX-1K2DA
6795	GTEX-1K2DA_Nerve	GTEX-1K2DA
6796	GTEX-1K2DA_Muscle	GTEX-1K2DA
6797	GTEX-1K2DU_Blood	GTEX-1K2DU
6798	GTEX-1K2DU_Thyroid	GTEX-1K2DU
6799	GTEX-1K2DU_Heart	GTEX-1K2DU
6800	GTEX-1K2DU_Lung	GTEX-1K2DU
6801	GTEX-1K2DU_Adipose_Tissue	GTEX-1K2DU
6802	GTEX-1K2DU_Adrenal_Gland	GTEX-1K2DU
6803	GTEX-1K2DU_Pancreas	GTEX-1K2DU
6804	GTEX-1K2DU_Skin	GTEX-1K2DU
6805	GTEX-1K2DU_Blood_Vessel	GTEX-1K2DU
6806	GTEX-1K2DU_Esophagus	GTEX-1K2DU
6807	GTEX-1K2DU_Testis	GTEX-1K2DU
6808	GTEX-1K2DU_Muscle	GTEX-1K2DU
6809	GTEX-1K2DU_Nerve	GTEX-1K2DU
6810	GTEX-1K9T9_Blood	GTEX-1K9T9
6811	GTEX-1K9T9_Skin	GTEX-1K9T9
6812	GTEX-1K9T9_Adipose_Tissue	GTEX-1K9T9
6813	GTEX-1K9T9_Muscle	GTEX-1K9T9
6814	GTEX-1K9T9_Nerve	GTEX-1K9T9
6815	GTEX-1K9T9_Blood_Vessel	GTEX-1K9T9
6816	GTEX-1K9T9_Spleen	GTEX-1K9T9
6817	GTEX-1K9T9_Liver	GTEX-1K9T9
6818	GTEX-1K9T9_Thyroid	GTEX-1K9T9
6819	GTEX-1K9T9_Lung	GTEX-1K9T9
6820	GTEX-1K9T9_Heart	GTEX-1K9T9
6821	GTEX-1K9T9_Breast	GTEX-1K9T9
6822	GTEX-1K9T9_Pancreas	GTEX-1K9T9
6823	GTEX-1K9T9_Esophagus	GTEX-1K9T9
6824	GTEX-1K9T9_Ovary	GTEX-1K9T9
6825	GTEX-1K9T9_Uterus	GTEX-1K9T9
6826	GTEX-1K9T9_Small_Intestine	GTEX-1K9T9
6827	GTEX-1K9T9_Colon	GTEX-1K9T9
6828	GTEX-1KAFJ_Blood	GTEX-1KAFJ
6829	GTEX-1KAFJ_Skin	GTEX-1KAFJ
6830	GTEX-1KAFJ_Breast	GTEX-1KAFJ
6831	GTEX-1KAFJ_Lung	GTEX-1KAFJ
6832	GTEX-1KAFJ_Thyroid	GTEX-1KAFJ
6833	GTEX-1KAFJ_Esophagus	GTEX-1KAFJ
6834	GTEX-1KAFJ_Liver	GTEX-1KAFJ
6835	GTEX-1KAFJ_Adipose_Tissue	GTEX-1KAFJ
6836	GTEX-1KAFJ_Spleen	GTEX-1KAFJ
6837	GTEX-1KAFJ_Prostate	GTEX-1KAFJ
6838	GTEX-1KAFJ_Nerve	GTEX-1KAFJ
6839	GTEX-1KAFJ_Blood_Vessel	GTEX-1KAFJ
6840	GTEX-1KAFJ_Muscle	GTEX-1KAFJ
6855	GTEX-1KANB_Blood	GTEX-1KANB
6856	GTEX-1KANB_Brain	GTEX-1KANB
6857	GTEX-1KANB_Muscle	GTEX-1KANB
6858	GTEX-1KANB_Nerve	GTEX-1KANB
6859	GTEX-1KANB_Skin	GTEX-1KANB
6860	GTEX-1KANB_Lung	GTEX-1KANB
6861	GTEX-1KANB_Heart	GTEX-1KANB
6862	GTEX-1KANB_Colon	GTEX-1KANB
6863	GTEX-1KANB_Esophagus	GTEX-1KANB
6864	GTEX-1KANB_Prostate	GTEX-1KANB
6865	GTEX-1KANB_Testis	GTEX-1KANB
6866	GTEX-1KANB_Liver	GTEX-1KANB
6867	GTEX-1KANB_Adipose_Tissue	GTEX-1KANB
6868	GTEX-1KANB_Adrenal_Gland	GTEX-1KANB
6869	GTEX-1KANB_Pituitary	GTEX-1KANB
6870	GTEX-1KANC_Blood	GTEX-1KANC
6871	GTEX-1KANC_Heart	GTEX-1KANC
6872	GTEX-1KANC_Blood_Vessel	GTEX-1KANC
6873	GTEX-1KANC_Adipose_Tissue	GTEX-1KANC
6874	GTEX-1KANC_Thyroid	GTEX-1KANC
6875	GTEX-1KANC_Colon	GTEX-1KANC
6876	GTEX-1KANC_Ovary	GTEX-1KANC
6877	GTEX-1KANC_Uterus	GTEX-1KANC
6878	GTEX-1KANC_Skin	GTEX-1KANC
6879	GTEX-1KANC_Salivary_Gland	GTEX-1KANC
6880	GTEX-1KANC_Breast	GTEX-1KANC
6881	GTEX-1KANC_Muscle	GTEX-1KANC
6882	GTEX-1KANC_Nerve	GTEX-1KANC
6883	GTEX-1KD4Q_Blood	GTEX-1KD4Q
6884	GTEX-1KD4Q_Brain	GTEX-1KD4Q
6885	GTEX-1KD4Q_Skin	GTEX-1KD4Q
6886	GTEX-1KD4Q_Muscle	GTEX-1KD4Q
6887	GTEX-1KD4Q_Nerve	GTEX-1KD4Q
6888	GTEX-1KD4Q_Heart	GTEX-1KD4Q
6889	GTEX-1KD4Q_Lung	GTEX-1KD4Q
6890	GTEX-1KD4Q_Thyroid	GTEX-1KD4Q
6891	GTEX-1KD4Q_Esophagus	GTEX-1KD4Q
6892	GTEX-1KD4Q_Adipose_Tissue	GTEX-1KD4Q
6893	GTEX-1KD4Q_Liver	GTEX-1KD4Q
6894	GTEX-1KD4Q_Adrenal_Gland	GTEX-1KD4Q
6895	GTEX-1KD4Q_Testis	GTEX-1KD4Q
6896	GTEX-1KD4Q_Breast	GTEX-1KD4Q
6897	GTEX-1KD4Q_Salivary_Gland	GTEX-1KD4Q
6898	GTEX-1KD5A_Blood	GTEX-1KD5A
6899	GTEX-1KD5A_Skin	GTEX-1KD5A
6900	GTEX-1KD5A_Adipose_Tissue	GTEX-1KD5A
6901	GTEX-1KD5A_Thyroid	GTEX-1KD5A
6902	GTEX-1KD5A_Nerve	GTEX-1KD5A
6903	GTEX-1KD5A_Blood_Vessel	GTEX-1KD5A
6904	GTEX-1KD5A_Muscle	GTEX-1KD5A
6905	GTEX-1KD5A_Heart	GTEX-1KD5A
6906	GTEX-1KD5A_Lung	GTEX-1KD5A
6907	GTEX-1KD5A_Liver	GTEX-1KD5A
6908	GTEX-1KD5A_Stomach	GTEX-1KD5A
6909	GTEX-1KD5A_Spleen	GTEX-1KD5A
6910	GTEX-1KD5A_Testis	GTEX-1KD5A
6911	GTEX-1KD5A_Breast	GTEX-1KD5A
6912	GTEX-1KD5A_Salivary_Gland	GTEX-1KD5A
6913	GTEX-1KD5A_Pituitary	GTEX-1KD5A
6927	GTEX-1KXAM_Blood	GTEX-1KXAM
6928	GTEX-1KXAM_Pancreas	GTEX-1KXAM
6929	GTEX-1KXAM_Adrenal_Gland	GTEX-1KXAM
6930	GTEX-1KXAM_Lung	GTEX-1KXAM
6931	GTEX-1KXAM_Adipose_Tissue	GTEX-1KXAM
6932	GTEX-1KXAM_Esophagus	GTEX-1KXAM
6933	GTEX-1KXAM_Stomach	GTEX-1KXAM
6934	GTEX-1KXAM_Breast	GTEX-1KXAM
6935	GTEX-1KXAM_Prostate	GTEX-1KXAM
6936	GTEX-1KXAM_Blood_Vessel	GTEX-1KXAM
6937	GTEX-1KXAM_Heart	GTEX-1KXAM
6938	GTEX-1KXAM_Skin	GTEX-1KXAM
6939	GTEX-1KXAM_Thyroid	GTEX-1KXAM
6940	GTEX-1KXAM_Testis	GTEX-1KXAM
6941	GTEX-1KXAM_Colon	GTEX-1KXAM
6942	GTEX-1KXAM_Small_Intestine	GTEX-1KXAM
6943	GTEX-1KXAM_Muscle	GTEX-1KXAM
6944	GTEX-1KXAM_Nerve	GTEX-1KXAM
6945	GTEX-1L5NE_Blood	GTEX-1L5NE
6946	GTEX-1L5NE_Blood_Vessel	GTEX-1L5NE
6947	GTEX-1L5NE_Heart	GTEX-1L5NE
6948	GTEX-1L5NE_Lung	GTEX-1L5NE
6949	GTEX-1L5NE_Pancreas	GTEX-1L5NE
6950	GTEX-1L5NE_Spleen	GTEX-1L5NE
6951	GTEX-1L5NE_Prostate	GTEX-1L5NE
6952	GTEX-1L5NE_Skin	GTEX-1L5NE
6953	GTEX-1L5NE_Esophagus	GTEX-1L5NE
6954	GTEX-1L5NE_Stomach	GTEX-1L5NE
6955	GTEX-1L5NE_Testis	GTEX-1L5NE
6956	GTEX-1L5NE_Adipose_Tissue	GTEX-1L5NE
6957	GTEX-1L5NE_Small_Intestine	GTEX-1L5NE
6958	GTEX-1L5NE_Colon	GTEX-1L5NE
6959	GTEX-1L5NE_Breast	GTEX-1L5NE
6960	GTEX-1L5NE_Muscle	GTEX-1L5NE
6961	GTEX-1L5NE_Nerve	GTEX-1L5NE
6962	GTEX-1LB8K_Blood	GTEX-1LB8K
6963	GTEX-1LB8K_Brain	GTEX-1LB8K
6964	GTEX-1LB8K_Muscle	GTEX-1LB8K
6965	GTEX-1LB8K_Skin	GTEX-1LB8K
6966	GTEX-1LB8K_Adipose_Tissue	GTEX-1LB8K
6967	GTEX-1LB8K_Blood_Vessel	GTEX-1LB8K
6968	GTEX-1LB8K_Nerve	GTEX-1LB8K
6969	GTEX-1LB8K_Thyroid	GTEX-1LB8K
6970	GTEX-1LB8K_Lung	GTEX-1LB8K
6971	GTEX-1LB8K_Heart	GTEX-1LB8K
6972	GTEX-1LB8K_Esophagus	GTEX-1LB8K
6973	GTEX-1LB8K_Testis	GTEX-1LB8K
